Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL4285285;;0;488.39;0;2.44;17;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(Br)n(C)nc3c2=O)CC1)c1ccccc1;IC50;'=';300.0;nM;6.52;;;UO_0000065;13.36;0.29;4.08;7.00;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4283226;;0;485.59;0;3.34;23;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccccc4)n(C)nc3c2=O)CC1)c1ccccc1;IC50;'=';30.0;nM;7.52;;;UO_0000065;15.49;0.29;4.18;8.07;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4288150;;0;514.63;1;2.80;34;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)CC1)c1ccccc1;IC50;'=';6.0;nM;8.22;;;UO_0000065;15.98;0.30;5.42;6.89;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4279391;;0;455.56;0;3.19;39;C[C@H](CC(=O)N1CCC(O)(Cn2cnc(C#Cc3ccccc3)cc2=O)CC1)c1ccccc1;IC50;'=';2800.0;nM;5.55;;;UO_0000065;12.19;0.22;2.36;7.36;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4210698;;0;394.48;0;2.04;55;C[C@H](CC(=O)N1CCC(O)(Cn2cnn3cccc3c2=O)CC1)c1ccccc1;IC50;'<';200.0;nM;;;;UO_0000065;;;;;0;CHEMBL4178904;Inhibition of His6-tagged USP7 (208 to 1102 residues) (unknown origin) using ubiquitin-rhodamine110 as substrate preincubated for 30 mins followed by substrate addition measured after 20 mins by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4177564;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL4287739;;0;490.42;0;3.77;16;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(Br)csc3c2=O)CC1)c1ccccc1;IC50;'=';300.0;nM;6.52;;;UO_0000065;13.30;0.30;2.75;8.65;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4282043;;0;395.46;0;1.12;7;Cn1ncc2c(=O)n(CC3(O)CCN(C(=O)CCc4ccccc4)CC3)cnc21;IC50;'=';32000.0;nM;4.50;;;UO_0000065;11.37;0.21;3.37;4.82;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4288626;;0;473.60;0;4.11;14;O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3c(-c4ccccc4)csc3c2=O)CC1;IC50;'=';10000.0;nM;5.00;;;UO_0000065;10.56;0.20;0.89;6.63;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4292475;;0;433.51;0;1.66;18;C#Cc1c2ncn(CC3(O)CCN(C(=O)C[C@@H](C)c4ccccc4)CC3)c(=O)c2nn1C;IC50;'=';240.0;nM;6.62;;;UO_0000065;15.27;0.28;4.96;7.10;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4294482;;0;449.56;0;2.71;20;C=C(C)c1c2ncn(CC3(O)CCN(C(=O)C[C@@H](C)c4ccccc4)CC3)c(=O)c2nn1C;IC50;'=';330.0;nM;6.48;;;UO_0000065;14.42;0.27;3.77;6.95;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL2432028;;0;152.18;0;0.98;1;O=c1[nH]cnc2sccc12;Activity;;;;;;Active;;;;;;0;CHEMBL4255852;Binding affinity to human N-terminal His6-tagged USP7 catalytic domain (208 to 555 residues) expressed in Escherichia coli at 200 uM by Carr-Purcell-Meiboom-Gill T2 method;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4869195;;0;491.77;0;3.06;B18;Nc1cc(Br)ccc1C(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1;IC50;'=';46300.0;nM;4.33;;;UO_0000065;8.81;0.20;1.27;4.27;0;CHEMBL4811987;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
CHEMBL4850540;;0;493.65;0;3.17;C19;CC(CC(=O)N1CCC(O)(CN2C=Nc3cc(NCCN(C)C)ccc3C2O)CC1)c1ccccc1;IC50;'=';595.0;nM;6.22;;;UO_0000065;12.61;0.24;3.06;6.79;0;CHEMBL4812010;Inhibition of N-terminal His-FLAG-tagged human USP7 (2 to 1102 residues) expressed in baculovirus infected Sf9 cells using Ub-AMC as substrate preincubated with enzyme for 40 mins followed by substrate addition for 30 mins by fluorescence plate reader analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf9;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.167 hr
CHEMBL4755647;;0;239.28;0;2.75;4;CNc1nc2ccccn2c1-c1ccc(O)cc1;IC50;'=';16000.0;nM;4.80;;;UO_0000065;20.04;0.36;2.05;9.68;0;CHEMBL4728080;Inhibition of recombinant full length USP7 (unknown origin) using di-ubiquitin as substrate by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;
CHEMBL4081911;;0;290.37;0;4.27;30;CCc1c(-c2ccc(O)cc2)cnc(N)c1-c1ccccc1;IC50;'=';22400.0;nM;4.65;;;UO_0000065;16.01;0.29;0.38;7.86;0;CHEMBL4033115;Inhibition of native full length C-terminal USP7 (unknown origin) using ubiquitin-Rho110 as substrate pre-incubated for 1 hr followed by substrate addition by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4790361;;0;488.45;0;3.17;L9;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(c2cccc(C(F)(F)F)n2)CC1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687434;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 10 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 10.0 microM | TIME = 2.5 hr
CHEMBL4787176;;0;448.46;0;1.96;L11;O=Cc1cccc(N2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)n1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687434;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 10 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 10.0 microM | TIME = 2.5 hr
CHEMBL4740883;;0;454.89;0;2.80;L5;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(c2ncccc2Cl)CC1;Inhibition;'=';32.1;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4081614;;0;441.37;1;5.76;C15;CC(NCc1ccccc1)c1nc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1;IC50;'=';26780.0;nM;4.57;;;UO_0000065;10.36;0.23;-1.19;5.65;0;CHEMBL4001936;Inhibition of USP7 (unknown origin) using Ub-Rho as substrate preincubated for 30 mins followed by substrate addition and subsequent incubation in dark for 3 hrs by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4000237;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL1229517;VEMURAFENIB;4;489.93;1;5.54;Vemurafenib;CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4257367;Inhibition of USP7 in human A375 cells;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4257227;38;Patent Bioactivity Data;;;None;
CHEMBL4745422;;0;491.52;0;2.54;L35;COC(=O)c1ccccc1CN1CCC(O)(Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)CC1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL3407549;;0;421.97;1;5.02;2, HBX 28,258;CN(CCCNC(=O)c1ccc2c(Cl)c3c(nc2c1)CCCC3)Cc1ccccc1;IC50;'=';28100.0;nM;4.55;;;UO_0000065;10.79;0.21;-0.47;10.06;0;CHEMBL3412281;Inhibition of human USP7 by Ub-AMC assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL3407357;1;Scientific Literature;J. Med. Chem.;2015;None;
CHEMBL4216958;;0;417.51;0;3.60;STD1T;NC(=O)c1c(NC(=O)COCc2cc(-c3cccs3)on2)sc2c1CCCC2;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4198639;Inhibition of human USP7 (208 to 561 residues) catalytic domain expressed in Escherichia coli BL21(DE3) at 10 uM using Ub-AMC as substrate incubated for 30 mins measured at 30 secs interval by fluorescence assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4196080;1;Scientific Literature;Eur J Med Chem;2018;None;
CHEMBL4646914;;0;508.43;1;2.77;14;O=C([C@H]1Cc2cc(Cl)cc(-c3ccnc4cc(C(O)(CO)CCl)sc34)c2O1)N1CCNCC1;IC50;'=';9.0;nM;8.05;;;UO_0000065;15.82;0.33;5.28;8.48;0;CHEMBL4605951;Inhibition of recombinant full length USP7 (unknown origin) using ubiquintin-rhodamine as substrate preincubated for 30 mins followed by substrate addition measured after 1 hr by fluorescence-based Envision plate reader assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4602719;1;Scientific Literature;J Med Chem;2020;None;
CHEMBL4648623;;0;496.03;0;4.35;39;Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1C[C@H]1OCCN[C@@H]1C;IC50;'=';1.5;nM;8.82;;;UO_0000065;17.79;0.35;4.47;12.34;0;CHEMBL4605951;Inhibition of recombinant full length USP7 (unknown origin) using ubiquintin-rhodamine as substrate preincubated for 30 mins followed by substrate addition measured after 1 hr by fluorescence-based Envision plate reader assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4602719;1;Scientific Literature;J Med Chem;2020;None;
CHEMBL4647687;;0;459.93;0;3.95;22;O=C1CCC(=O)N1Cc1cc2nccc(-c3cc(Cl)ccc3O[C@@H]3CNC[C@@H]3F)c2s1;IC50;'=';207.0;nM;6.68;;;UO_0000065;14.53;0.29;2.73;9.34;0;CHEMBL4605951;Inhibition of recombinant full length USP7 (unknown origin) using ubiquintin-rhodamine as substrate preincubated for 30 mins followed by substrate addition measured after 1 hr by fluorescence-based Envision plate reader assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4602719;1;Scientific Literature;J Med Chem;2020;None;
CHEMBL4640563;;0;455.97;0;4.44;27;Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)CCC4=O)sc23)c1O[C@H]1C[C@H](N)C1;EC50;'=';150.0;nM;6.82;;;UO_0000065;14.97;0.30;2.38;7.98;0;CHEMBL4605954;Inhibition of USP7 in human RKO cells transfected with p53 luciferase reporter vector assessed as increase in p53-dependent luciferase activity measured after 18 hrs by BrightGlo luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;RKO;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4602719;1;Scientific Literature;J Med Chem;2020;CHEMBL3307731;
CHEMBL4635160;;0;524.09;2;5.44;30;Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C;EC50;'=';65.0;nM;7.19;;;UO_0000065;13.71;0.27;1.75;10.05;0;CHEMBL4605954;Inhibition of USP7 in human RKO cells transfected with p53 luciferase reporter vector assessed as increase in p53-dependent luciferase activity measured after 18 hrs by BrightGlo luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;RKO;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4602719;1;Scientific Literature;J Med Chem;2020;CHEMBL3307731;
CHEMBL4638458;;0;497.06;0;4.76;37;Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)CCC4=O)sc23)c1CN1[C@@H](C)CNC[C@@H]1C;EC50;'=';60.0;nM;7.22;;;UO_0000065;14.53;0.29;2.46;11.02;0;CHEMBL4605954;Inhibition of USP7 in human RKO cells transfected with p53 luciferase reporter vector assessed as increase in p53-dependent luciferase activity measured after 18 hrs by BrightGlo luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;RKO;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4602719;1;Scientific Literature;J Med Chem;2020;CHEMBL3307731;
CHEMBL1229517;VEMURAFENIB;4;489.93;1;5.54;Vemurafenib;CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4257366;Inhibition of USP7 in human SK-MEL-28 cells;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4257227;38;Patent Bioactivity Data;;;None;
CHEMBL4288834;;0;397.50;0;2.44;3;O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3ccsc3c2=O)CC1;IC50;'=';78000.0;nM;4.11;;;UO_0000065;10.33;0.20;1.67;5.45;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4280723;;0;421.52;0;2.43;13;C#Cc1csc2c(=O)n(CC3(O)CCN(C(=O)CCc4ccccc4)CC3)cnc12;IC50;'=';8000.0;nM;5.10;;;UO_0000065;12.09;0.23;2.67;6.76;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4289604;;0;501.59;1;3.05;28;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4cccc(O)c4)n(C)nc3c2=O)CC1)c1ccccc1;IC50;'=';39.0;nM;7.41;;;UO_0000065;14.77;0.27;4.36;6.53;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4287139;;0;455.60;0;2.15;45;C[C@H](CC(=O)N1CCC(O)(Cn2cnc(NCCCN(C)C)cc2=O)CC1)c1ccccc1;IC50;'=';1100.0;nM;5.96;;;UO_0000065;13.08;0.25;3.81;6.57;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4294359;;0;467.61;0;2.30;46;C[C@H](CC(=O)N1CCC(O)(Cn2cnc(NCCN3CCCC3)cc2=O)CC1)c1ccccc1;IC50;'=';90.0;nM;7.05;;;UO_0000065;15.07;0.28;4.75;7.77;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4276901;;0;428.53;0;1.85;43;COCCNc1cc(=O)n(CC2(O)CCN(C(=O)C[C@@H](C)c3ccccc3)CC2)cn1;IC50;'=';12000.0;nM;4.92;;;UO_0000065;11.48;0.22;3.07;5.09;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4079712;;0;245.28;0;1.86;4;CN1CCC(c2noc(-c3ccc(O)cc3)n2)C1;IC50;'=';131000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL4033115;Inhibition of native full length C-terminal USP7 (unknown origin) using ubiquitin-Rho110 as substrate pre-incubated for 1 hr followed by substrate addition by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4740119;;0;253.31;0;2.77;3;CN(C)c1nc2ccccn2c1-c1ccc(O)cc1;IC50;'=';24000.0;nM;4.62;;;UO_0000065;18.24;0.33;1.85;11.33;0;CHEMBL4728080;Inhibition of recombinant full length USP7 (unknown origin) using di-ubiquitin as substrate by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;
CHEMBL4069093;;0;441.32;0;4.83;C16;O=C(NCc1ccccc1)c1nc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1;IC50;'=';4210.0;nM;5.38;;;UO_0000065;12.18;0.27;0.55;5.48;0;CHEMBL4001936;Inhibition of USP7 (unknown origin) using Ub-Rho as substrate preincubated for 30 mins followed by substrate addition and subsequent incubation in dark for 3 hrs by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4000237;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL4070513;;0;349.22;0;4.71;C3;CC(=O)c1nc([N+](=O)[O-])c(Sc2cccc(Cl)c2Cl)s1;IC50;'=';9930.0;nM;5.00;;;UO_0000065;14.33;0.34;0.29;6.84;0;CHEMBL4001936;Inhibition of USP7 (unknown origin) using Ub-Rho as substrate preincubated for 30 mins followed by substrate addition and subsequent incubation in dark for 3 hrs by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4000237;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL4787176;;0;448.46;0;1.96;L11;O=Cc1cccc(N2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)n1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL1230155;;0;181.22;0;1.90;STD1;OCc1cc(-c2cccs2)on1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4198636;Inhibition of human USP7 (208 to 561 residues) catalytic domain expressed in Escherichia coli BL21(DE3) at 10 to 2000 uM using Ub-AMC as substrate incubated for 30 mins measured at 30 secs interval by fluorescence assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4196080;1;Scientific Literature;Eur J Med Chem;2018;None;
